Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Broddbo;96640;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medelvärde 1 dygn, 1 gång/dygn, kl 00;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1945-01-01 00:00:00;1949-01-01 06:00:00;31.0;59.9829;16.4634

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1945-01-01 00:00:01;1945-01-02 00:00:00;1945-01-01;-8.2;Y;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1945-01-02 00:00:01;1945-01-03 00:00:00;1945-01-02;-1.0;Y;;Tidsperiod (fr.o.m.) = 1945-01-01 00:00:00 (UTC)
1945-01-03 00:00:01;1945-01-04 00:00:00;1945-01-03;-1.2;Y;;Tidsperiod (t.o.m.) = 1949-01-01 06:00:00 (UTC)
1945-01-04 00:00:01;1945-01-05 00:00:00;1945-01-04;-3.9;Y;;Medelvärdet är beräknat för = 24 timmar
1945-01-05 00:00:01;1945-01-06 00:00:00;1945-01-05;-9.5;Y;;
1945-01-06 00:00:01;1945-01-07 00:00:00;1945-01-06;-9.8;Y;;Kvalitetskoderna:
1945-01-07 00:00:01;1945-01-08 00:00:00;1945-01-07;0.0;Y;;Grön (G) = Kontrollerade och godkända värden.
1945-01-08 00:00:01;1945-01-09 00:00:00;1945-01-08;-2.2;Y;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1945-01-09 00:00:01;1945-01-10 00:00:00;1945-01-09;-0.6;Y;;
1945-01-10 00:00:01;1945-01-11 00:00:00;1945-01-10;-1.6;Y;;Nätinformation:
1945-01-11 00:00:01;1945-01-12 00:00:00;1945-01-11;-2.3;Y;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1945-01-12 00:00:01;1945-01-13 00:00:00;1945-01-12;-1.2;Y;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1945-01-13 00:00:01;1945-01-14 00:00:00;1945-01-13;-2.9;Y;;
1945-01-14 00:00:01;1945-01-15 00:00:00;1945-01-14;-1.8;Y;;Möjliga orsaker till saknade data:
1945-01-15 00:00:01;1945-01-16 00:00:00;1945-01-15;-9.6;Y;;– stationen eller givaren har varit ur funktion.
1945-01-16 00:00:01;1945-01-17 00:00:00;1945-01-16;-8.5;Y;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1945-01-17 00:00:01;1945-01-18 00:00:00;1945-01-17;-1.5;Y
1945-01-18 00:00:01;1945-01-19 00:00:00;1945-01-18;-8.6;Y
1945-01-19 00:00:01;1945-01-20 00:00:00;1945-01-19;-1.4;Y
1945-01-20 00:00:01;1945-01-21 00:00:00;1945-01-20;-3.4;Y
1945-01-21 00:00:01;1945-01-22 00:00:00;1945-01-21;-5.3;Y
1945-01-22 00:00:01;1945-01-23 00:00:00;1945-01-22;-11.9;Y
1945-01-23 00:00:01;1945-01-24 00:00:00;1945-01-23;-4.6;Y
1945-01-24 00:00:01;1945-01-25 00:00:00;1945-01-24;-6.6;Y
1945-01-25 00:00:01;1945-01-26 00:00:00;1945-01-25;-5.5;Y
1945-01-26 00:00:01;1945-01-27 00:00:00;1945-01-26;-6.2;Y
1945-01-27 00:00:01;1945-01-28 00:00:00;1945-01-27;-6.2;Y
1945-01-28 00:00:01;1945-01-29 00:00:00;1945-01-28;-7.9;Y
1945-01-29 00:00:01;1945-01-30 00:00:00;1945-01-29;-8.3;Y
1945-01-30 00:00:01;1945-01-31 00:00:00;1945-01-30;-10.5;Y
1945-01-31 00:00:01;1945-02-01 00:00:00;1945-01-31;-17.6;Y
1945-02-01 00:00:01;1945-02-02 00:00:00;1945-02-01;-4.2;Y
1945-02-02 00:00:01;1945-02-03 00:00:00;1945-02-02;-6.6;Y
1945-02-03 00:00:01;1945-02-04 00:00:00;1945-02-03;-5.6;Y
1945-02-04 00:00:01;1945-02-05 00:00:00;1945-02-04;-14.6;Y
1945-02-05 00:00:01;1945-02-06 00:00:00;1945-02-05;-8.7;Y
1945-02-06 00:00:01;1945-02-07 00:00:00;1945-02-06;-4.2;Y
1945-02-07 00:00:01;1945-02-08 00:00:00;1945-02-07;-2.0;Y
1945-02-08 00:00:01;1945-02-09 00:00:00;1945-02-08;0.8;Y
1945-02-09 00:00:01;1945-02-10 00:00:00;1945-02-09;0.7;Y
1945-02-10 00:00:01;1945-02-11 00:00:00;1945-02-10;0.9;Y
1945-02-11 00:00:01;1945-02-12 00:00:00;1945-02-11;-0.3;Y
1945-02-12 00:00:01;1945-02-13 00:00:00;1945-02-12;-0.4;Y
1945-02-13 00:00:01;1945-02-14 00:00:00;1945-02-13;-1.3;Y
1945-02-14 00:00:01;1945-02-15 00:00:00;1945-02-14;-1.8;Y
1945-02-15 00:00:01;1945-02-16 00:00:00;1945-02-15;-3.1;Y
1945-02-16 00:00:01;1945-02-17 00:00:00;1945-02-16;-5.7;Y
1945-02-17 00:00:01;1945-02-18 00:00:00;1945-02-17;-4.8;Y
1945-02-18 00:00:01;1945-02-19 00:00:00;1945-02-18;-3.2;Y
1945-02-19 00:00:01;1945-02-20 00:00:00;1945-02-19;-0.8;Y
1945-02-20 00:00:01;1945-02-21 00:00:00;1945-02-20;-3.3;Y
1945-02-21 00:00:01;1945-02-22 00:00:00;1945-02-21;-0.4;Y
1945-02-22 00:00:01;1945-02-23 00:00:00;1945-02-22;0.7;Y
1945-02-23 00:00:01;1945-02-24 00:00:00;1945-02-23;-4.0;Y
1945-02-24 00:00:01;1945-02-25 00:00:00;1945-02-24;-5.9;Y
1945-02-25 00:00:01;1945-02-26 00:00:00;1945-02-25;1.1;Y
1945-02-26 00:00:01;1945-02-27 00:00:00;1945-02-26;-3.2;Y
1945-02-27 00:00:01;1945-02-28 00:00:00;1945-02-27;0.5;Y
1945-02-28 00:00:01;1945-03-01 00:00:00;1945-02-28;1.3;Y
1945-03-01 00:00:01;1945-03-02 00:00:00;1945-03-01;2.0;Y
1945-03-02 00:00:01;1945-03-03 00:00:00;1945-03-02;-5.3;Y
1945-03-03 00:00:01;1945-03-04 00:00:00;1945-03-03;-4.5;Y
1945-03-04 00:00:01;1945-03-05 00:00:00;1945-03-04;-2.4;Y
1945-03-05 00:00:01;1945-03-06 00:00:00;1945-03-05;-4.4;Y
1945-03-06 00:00:01;1945-03-07 00:00:00;1945-03-06;-4.9;Y
1945-03-07 00:00:01;1945-03-08 00:00:00;1945-03-07;-7.8;Y
1945-03-08 00:00:01;1945-03-09 00:00:00;1945-03-08;-6.6;Y
1945-03-09 00:00:01;1945-03-10 00:00:00;1945-03-09;-3.2;Y
1945-03-10 00:00:01;1945-03-11 00:00:00;1945-03-10;2.6;Y
1945-03-11 00:00:01;1945-03-12 00:00:00;1945-03-11;-0.5;Y
1945-03-12 00:00:01;1945-03-13 00:00:00;1945-03-12;3.9;Y
1945-03-13 00:00:01;1945-03-14 00:00:00;1945-03-13;2.5;Y
1945-03-14 00:00:01;1945-03-15 00:00:00;1945-03-14;1.5;Y
1945-03-15 00:00:01;1945-03-16 00:00:00;1945-03-15;2.8;Y
1945-03-16 00:00:01;1945-03-17 00:00:00;1945-03-16;3.1;Y
1945-03-17 00:00:01;1945-03-18 00:00:00;1945-03-17;-0.8;Y
1945-03-18 00:00:01;1945-03-19 00:00:00;1945-03-18;-1.3;Y
1945-03-19 00:00:01;1945-03-20 00:00:00;1945-03-19;-0.8;Y
1945-03-20 00:00:01;1945-03-21 00:00:00;1945-03-20;0.0;Y
1945-03-21 00:00:01;1945-03-22 00:00:00;1945-03-21;3.4;Y
1945-03-22 00:00:01;1945-03-23 00:00:00;1945-03-22;1.1;Y
1945-03-23 00:00:01;1945-03-24 00:00:00;1945-03-23;6.0;Y
1945-03-24 00:00:01;1945-03-25 00:00:00;1945-03-24;6.4;Y
1945-03-25 00:00:01;1945-03-26 00:00:00;1945-03-25;6.7;Y
1945-03-26 00:00:01;1945-03-27 00:00:00;1945-03-26;8.8;Y
1945-03-27 00:00:01;1945-03-28 00:00:00;1945-03-27;1.4;Y
1945-03-28 00:00:01;1945-03-29 00:00:00;1945-03-28;4.4;Y
1945-03-29 00:00:01;1945-03-30 00:00:00;1945-03-29;4.8;Y
1945-03-30 00:00:01;1945-03-31 00:00:00;1945-03-30;4.7;Y
1945-03-31 00:00:01;1945-04-01 00:00:00;1945-03-31;5.5;Y
1945-04-01 00:00:01;1945-04-02 00:00:00;1945-04-01;6.5;Y
1945-04-02 00:00:01;1945-04-03 00:00:00;1945-04-02;6.1;Y
1945-04-03 00:00:01;1945-04-04 00:00:00;1945-04-03;3.1;Y
1945-04-04 00:00:01;1945-04-05 00:00:00;1945-04-04;1.1;Y
1945-04-05 00:00:01;1945-04-06 00:00:00;1945-04-05;1.5;Y
1945-04-06 00:00:01;1945-04-07 00:00:00;1945-04-06;2.5;Y
1945-04-07 00:00:01;1945-04-08 00:00:00;1945-04-07;3.7;Y
1945-04-08 00:00:01;1945-04-09 00:00:00;1945-04-08;5.1;Y
1945-04-09 00:00:01;1945-04-10 00:00:00;1945-04-09;9.3;Y
1945-04-10 00:00:01;1945-04-11 00:00:00;1945-04-10;7.0;Y
1945-04-11 00:00:01;1945-04-12 00:00:00;1945-04-11;4.6;Y
1945-04-12 00:00:01;1945-04-13 00:00:00;1945-04-12;4.1;Y
1945-04-13 00:00:01;1945-04-14 00:00:00;1945-04-13;1.8;Y
1945-04-14 00:00:01;1945-04-15 00:00:00;1945-04-14;1.0;Y
1945-04-15 00:00:01;1945-04-16 00:00:00;1945-04-15;4.6;Y
1945-04-16 00:00:01;1945-04-17 00:00:00;1945-04-16;6.3;Y
1945-04-17 00:00:01;1945-04-18 00:00:00;1945-04-17;6.9;Y
1945-04-18 00:00:01;1945-04-19 00:00:00;1945-04-18;4.5;Y
1945-04-19 00:00:01;1945-04-20 00:00:00;1945-04-19;9.2;Y
1945-04-20 00:00:01;1945-04-21 00:00:00;1945-04-20;9.0;Y
1945-04-21 00:00:01;1945-04-22 00:00:00;1945-04-21;7.2;Y
1945-04-22 00:00:01;1945-04-23 00:00:00;1945-04-22;1.8;Y
1945-04-23 00:00:01;1945-04-24 00:00:00;1945-04-23;3.6;Y
1945-04-24 00:00:01;1945-04-25 00:00:00;1945-04-24;6.7;Y
1945-04-25 00:00:01;1945-04-26 00:00:00;1945-04-25;4.8;Y
1945-04-26 00:00:01;1945-04-27 00:00:00;1945-04-26;5.7;Y
1945-04-27 00:00:01;1945-04-28 00:00:00;1945-04-27;5.5;Y
1945-04-28 00:00:01;1945-04-29 00:00:00;1945-04-28;8.0;Y
1945-04-29 00:00:01;1945-04-30 00:00:00;1945-04-29;5.2;Y
1945-04-30 00:00:01;1945-05-01 00:00:00;1945-04-30;5.1;Y
1945-05-01 00:00:01;1945-05-02 00:00:00;1945-05-01;5.9;Y
1945-05-02 00:00:01;1945-05-03 00:00:00;1945-05-02;5.6;Y
1945-05-03 00:00:01;1945-05-04 00:00:00;1945-05-03;8.5;Y
1945-05-04 00:00:01;1945-05-05 00:00:00;1945-05-04;6.9;Y
1945-05-05 00:00:01;1945-05-06 00:00:00;1945-05-05;8.2;Y
1945-05-06 00:00:01;1945-05-07 00:00:00;1945-05-06;9.6;Y
1945-05-07 00:00:01;1945-05-08 00:00:00;1945-05-07;5.2;Y
1945-05-08 00:00:01;1945-05-09 00:00:00;1945-05-08;7.6;Y
1945-05-09 00:00:01;1945-05-10 00:00:00;1945-05-09;5.9;Y
1945-05-10 00:00:01;1945-05-11 00:00:00;1945-05-10;3.6;Y
1945-05-11 00:00:01;1945-05-12 00:00:00;1945-05-11;10.4;Y
1945-05-12 00:00:01;1945-05-13 00:00:00;1945-05-12;10.7;Y
1945-05-13 00:00:01;1945-05-14 00:00:00;1945-05-13;13.2;Y
1945-05-14 00:00:01;1945-05-15 00:00:00;1945-05-14;10.1;Y
1945-05-15 00:00:01;1945-05-16 00:00:00;1945-05-15;11.6;Y
1945-05-16 00:00:01;1945-05-17 00:00:00;1945-05-16;11.8;Y
1945-05-17 00:00:01;1945-05-18 00:00:00;1945-05-17;11.3;Y
1945-05-18 00:00:01;1945-05-19 00:00:00;1945-05-18;9.2;Y
1945-05-19 00:00:01;1945-05-20 00:00:00;1945-05-19;10.3;Y
1945-05-20 00:00:01;1945-05-21 00:00:00;1945-05-20;10.3;Y
1945-05-21 00:00:01;1945-05-22 00:00:00;1945-05-21;12.0;Y
1945-05-22 00:00:01;1945-05-23 00:00:00;1945-05-22;6.8;Y
1945-05-23 00:00:01;1945-05-24 00:00:00;1945-05-23;6.9;Y
1945-05-24 00:00:01;1945-05-25 00:00:00;1945-05-24;2.9;Y
1945-05-25 00:00:01;1945-05-26 00:00:00;1945-05-25;7.7;Y
1945-05-26 00:00:01;1945-05-27 00:00:00;1945-05-26;9.7;Y
1945-05-27 00:00:01;1945-05-28 00:00:00;1945-05-27;10.4;Y
1945-05-28 00:00:01;1945-05-29 00:00:00;1945-05-28;12.6;Y
1945-05-29 00:00:01;1945-05-30 00:00:00;1945-05-29;15.2;Y
1945-05-30 00:00:01;1945-05-31 00:00:00;1945-05-30;16.9;Y
1945-05-31 00:00:01;1945-06-01 00:00:00;1945-05-31;16.9;Y
1945-06-01 00:00:01;1945-06-02 00:00:00;1945-06-01;15.7;Y
1945-06-02 00:00:01;1945-06-03 00:00:00;1945-06-02;12.9;Y
1945-06-03 00:00:01;1945-06-04 00:00:00;1945-06-03;14.8;Y
1945-06-04 00:00:01;1945-06-05 00:00:00;1945-06-04;14.5;Y
1945-06-05 00:00:01;1945-06-06 00:00:00;1945-06-05;11.0;Y
1945-06-06 00:00:01;1945-06-07 00:00:00;1945-06-06;10.7;Y
1945-06-07 00:00:01;1945-06-08 00:00:00;1945-06-07;9.8;Y
1945-06-08 00:00:01;1945-06-09 00:00:00;1945-06-08;14.1;Y
1945-06-09 00:00:01;1945-06-10 00:00:00;1945-06-09;14.0;Y
1945-06-10 00:00:01;1945-06-11 00:00:00;1945-06-10;12.1;Y
1945-06-11 00:00:01;1945-06-12 00:00:00;1945-06-11;13.1;Y
1945-06-12 00:00:01;1945-06-13 00:00:00;1945-06-12;13.8;Y
1945-06-13 00:00:01;1945-06-14 00:00:00;1945-06-13;11.1;Y
1945-06-14 00:00:01;1945-06-15 00:00:00;1945-06-14;9.6;Y
1945-06-15 00:00:01;1945-06-16 00:00:00;1945-06-15;11.2;Y
1945-06-16 00:00:01;1945-06-17 00:00:00;1945-06-16;11.3;Y
1945-06-17 00:00:01;1945-06-18 00:00:00;1945-06-17;10.4;Y
1945-06-18 00:00:01;1945-06-19 00:00:00;1945-06-18;10.2;Y
1945-06-19 00:00:01;1945-06-20 00:00:00;1945-06-19;15.0;Y
1945-06-20 00:00:01;1945-06-21 00:00:00;1945-06-20;17.6;Y
1945-06-21 00:00:01;1945-06-22 00:00:00;1945-06-21;17.0;Y
1945-06-22 00:00:01;1945-06-23 00:00:00;1945-06-22;17.3;Y
1945-06-23 00:00:01;1945-06-24 00:00:00;1945-06-23;16.2;Y
1945-06-24 00:00:01;1945-06-25 00:00:00;1945-06-24;15.2;Y
1945-06-25 00:00:01;1945-06-26 00:00:00;1945-06-25;13.0;Y
1945-06-26 00:00:01;1945-06-27 00:00:00;1945-06-26;14.0;Y
1945-06-27 00:00:01;1945-06-28 00:00:00;1945-06-27;15.4;Y
1945-06-28 00:00:01;1945-06-29 00:00:00;1945-06-28;16.1;Y
1945-06-29 00:00:01;1945-06-30 00:00:00;1945-06-29;17.6;Y
1945-06-30 00:00:01;1945-07-01 00:00:00;1945-06-30;17.2;Y
1945-07-01 00:00:01;1945-07-02 00:00:00;1945-07-01;16.3;Y
1945-07-02 00:00:01;1945-07-03 00:00:00;1945-07-02;15.5;Y
1945-07-03 00:00:01;1945-07-04 00:00:00;1945-07-03;14.9;Y
1945-07-04 00:00:01;1945-07-05 00:00:00;1945-07-04;14.5;Y
