Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Rånna;83630;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medelvärde 1 dygn, 1 gång/dygn, kl 00;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1945-01-01 00:00:00;1956-06-30 23:59:59;125.0;58.4500;13.8333

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1945-01-01 00:00:01;1945-01-02 00:00:00;1945-01-01;-5.0;Y;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1945-01-02 00:00:01;1945-01-03 00:00:00;1945-01-02;4.3;Y;;Tidsperiod (fr.o.m.) = 1945-01-01 00:00:00 (UTC)
1945-01-03 00:00:01;1945-01-04 00:00:00;1945-01-03;2.9;Y;;Tidsperiod (t.o.m.) = 1956-06-30 23:59:59 (UTC)
1945-01-04 00:00:01;1945-01-05 00:00:00;1945-01-04;-2.0;Y;;Medelvärdet är beräknat för = 24 timmar
1945-01-05 00:00:01;1945-01-06 00:00:00;1945-01-05;-4.9;Y;;
1945-01-06 00:00:01;1945-01-07 00:00:00;1945-01-06;-1.3;Y;;Kvalitetskoderna:
1945-01-07 00:00:01;1945-01-08 00:00:00;1945-01-07;-0.3;Y;;Grön (G) = Kontrollerade och godkända värden.
1945-01-08 00:00:01;1945-01-09 00:00:00;1945-01-08;-1.8;Y;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1945-01-09 00:00:01;1945-01-10 00:00:00;1945-01-09;-1.1;Y;;
1945-01-10 00:00:01;1945-01-11 00:00:00;1945-01-10;-0.8;Y;;Nätinformation:
1945-01-11 00:00:01;1945-01-12 00:00:00;1945-01-11;-1.5;Y;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1945-01-12 00:00:01;1945-01-13 00:00:00;1945-01-12;0.5;Y;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1945-01-13 00:00:01;1945-01-14 00:00:00;1945-01-13;-1.4;Y;;
1945-01-14 00:00:01;1945-01-15 00:00:00;1945-01-14;1.7;Y;;Möjliga orsaker till saknade data:
1945-01-15 00:00:01;1945-01-16 00:00:00;1945-01-15;-5.4;Y;;– stationen eller givaren har varit ur funktion.
1945-01-16 00:00:01;1945-01-17 00:00:00;1945-01-16;-1.7;Y;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1945-01-17 00:00:01;1945-01-18 00:00:00;1945-01-17;0.1;Y
1945-01-18 00:00:01;1945-01-19 00:00:00;1945-01-18;-6.1;Y
1945-01-19 00:00:01;1945-01-20 00:00:00;1945-01-19;0.7;Y
1945-01-20 00:00:01;1945-01-21 00:00:00;1945-01-20;-5.4;Y
1945-01-21 00:00:01;1945-01-22 00:00:00;1945-01-21;-3.9;Y
1945-01-22 00:00:01;1945-01-23 00:00:00;1945-01-22;-4.6;Y
1945-01-23 00:00:01;1945-01-24 00:00:00;1945-01-23;-6.2;Y
1945-01-24 00:00:01;1945-01-25 00:00:00;1945-01-24;-6.2;Y
1945-01-25 00:00:01;1945-01-26 00:00:00;1945-01-25;-5.3;Y
1945-01-26 00:00:01;1945-01-27 00:00:00;1945-01-26;-4.9;Y
1945-01-27 00:00:01;1945-01-28 00:00:00;1945-01-27;-4.7;Y
1945-01-28 00:00:01;1945-01-29 00:00:00;1945-01-28;-8.5;Y
1945-01-29 00:00:01;1945-01-30 00:00:00;1945-01-29;-8.6;Y
1945-01-30 00:00:01;1945-01-31 00:00:00;1945-01-30;-11.0;Y
1945-01-31 00:00:01;1945-02-01 00:00:00;1945-01-31;-11.3;Y
1945-02-01 00:00:01;1945-02-02 00:00:00;1945-02-01;-5.1;Y
1945-02-02 00:00:01;1945-02-03 00:00:00;1945-02-02;-4.4;Y
1945-02-03 00:00:01;1945-02-04 00:00:00;1945-02-03;-3.2;Y
1945-02-04 00:00:01;1945-02-05 00:00:00;1945-02-04;-14.1;Y
1945-02-05 00:00:01;1945-02-06 00:00:00;1945-02-05;-5.1;Y
1945-02-06 00:00:01;1945-02-07 00:00:00;1945-02-06;-1.9;Y
1945-02-07 00:00:01;1945-02-08 00:00:00;1945-02-07;0.4;Y
1945-02-08 00:00:01;1945-02-09 00:00:00;1945-02-08;2.3;Y
1945-02-09 00:00:01;1945-02-10 00:00:00;1945-02-09;2.0;Y
1945-02-10 00:00:01;1945-02-11 00:00:00;1945-02-10;1.8;Y
1945-02-11 00:00:01;1945-02-12 00:00:00;1945-02-11;0.4;Y
1945-02-12 00:00:01;1945-02-13 00:00:00;1945-02-12;-1.8;Y
1945-02-13 00:00:01;1945-02-14 00:00:00;1945-02-13;-4.4;Y
1945-02-14 00:00:01;1945-02-15 00:00:00;1945-02-14;-0.6;Y
1945-02-15 00:00:01;1945-02-16 00:00:00;1945-02-15;-0.9;Y
1945-02-16 00:00:01;1945-02-17 00:00:00;1945-02-16;-4.3;Y
1945-02-17 00:00:01;1945-02-18 00:00:00;1945-02-17;-5.0;Y
1945-02-18 00:00:01;1945-02-19 00:00:00;1945-02-18;-2.5;Y
1945-02-19 00:00:01;1945-02-20 00:00:00;1945-02-19;-0.1;Y
1945-02-20 00:00:01;1945-02-21 00:00:00;1945-02-20;-0.8;Y
1945-02-21 00:00:01;1945-02-22 00:00:00;1945-02-21;0.5;Y
1945-02-22 00:00:01;1945-02-23 00:00:00;1945-02-22;2.9;Y
1945-02-23 00:00:01;1945-02-24 00:00:00;1945-02-23;-0.4;Y
