Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Stenkvista;96210;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medelvärde 1 dygn, 1 gång/dygn, kl 00;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1959-04-01 00:00:00;1967-03-31 23:59:59;35.0;59.3221;16.5577

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1959-04-16 00:00:01;1959-04-17 00:00:00;1959-04-16;11.5;Y;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1959-04-17 00:00:01;1959-04-18 00:00:00;1959-04-17;10.4;Y;;Tidsperiod (fr.o.m.) = 1959-04-01 00:00:00 (UTC)
1959-04-18 00:00:01;1959-04-19 00:00:00;1959-04-18;9.6;Y;;Tidsperiod (t.o.m.) = 1967-03-31 23:59:59 (UTC)
1959-04-19 00:00:01;1959-04-20 00:00:00;1959-04-19;3.8;Y;;Medelvärdet är beräknat för = 24 timmar
1959-04-20 00:00:01;1959-04-21 00:00:00;1959-04-20;0.9;Y;;
1959-04-21 00:00:01;1959-04-22 00:00:00;1959-04-21;2.2;Y;;Kvalitetskoderna:
1959-04-22 00:00:01;1959-04-23 00:00:00;1959-04-22;5.1;Y;;Grön (G) = Kontrollerade och godkända värden.
1959-04-23 00:00:01;1959-04-24 00:00:00;1959-04-23;3.2;Y;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1959-04-24 00:00:01;1959-04-25 00:00:00;1959-04-24;4.0;Y;;
1959-04-25 00:00:01;1959-04-26 00:00:00;1959-04-25;5.8;Y;;Nätinformation:
1959-04-26 00:00:01;1959-04-27 00:00:00;1959-04-26;8.1;Y;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1959-04-28 00:00:01;1959-04-29 00:00:00;1959-04-28;11.1;Y;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1959-04-29 00:00:01;1959-04-30 00:00:00;1959-04-29;10.6;Y;;
1959-04-30 00:00:01;1959-05-01 00:00:00;1959-04-30;11.7;Y;;Möjliga orsaker till saknade data:
1959-05-04 00:00:01;1959-05-05 00:00:00;1959-05-04;8.0;Y;;– stationen eller givaren har varit ur funktion.
1959-05-05 00:00:01;1959-05-06 00:00:00;1959-05-05;7.0;Y;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1959-05-06 00:00:01;1959-05-07 00:00:00;1959-05-06;7.5;Y
1959-05-08 00:00:01;1959-05-09 00:00:00;1959-05-08;6.2;Y
1959-05-11 00:00:01;1959-05-12 00:00:00;1959-05-11;12.2;Y
1959-05-12 00:00:01;1959-05-13 00:00:00;1959-05-12;13.8;Y
1959-05-13 00:00:01;1959-05-14 00:00:00;1959-05-13;13.8;Y
1959-05-14 00:00:01;1959-05-15 00:00:00;1959-05-14;14.8;Y
1959-05-19 00:00:01;1959-05-20 00:00:00;1959-05-19;9.7;Y
1959-05-20 00:00:01;1959-05-21 00:00:00;1959-05-20;12.5;Y
1959-05-21 00:00:01;1959-05-22 00:00:00;1959-05-21;8.8;Y
1959-05-22 00:00:01;1959-05-23 00:00:00;1959-05-22;9.0;Y
1959-05-25 00:00:01;1959-05-26 00:00:00;1959-05-25;12.3;Y
1959-05-26 00:00:01;1959-05-27 00:00:00;1959-05-26;10.2;Y
1959-05-27 00:00:01;1959-05-28 00:00:00;1959-05-27;9.3;Y
1959-05-28 00:00:01;1959-05-29 00:00:00;1959-05-28;10.8;Y
1959-05-29 00:00:01;1959-05-30 00:00:00;1959-05-29;9.3;Y
