Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Tranås;84020;SMHIs stationsnät;0.0

Parameternamn;Beskrivning;Enhet
Snödjup;momentanvärde, 1 gång/dygn, kl 06;meter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1945-01-01 00:00:00;1985-05-31 23:59:59;155.0;58.0389;14.9853
1986-12-01 00:00:00;2014-01-31 23:59:59;155.0;58.0389;14.9853

Datum;Tid (UTC);Snödjup;Kvalitet;;Tidsutsnitt:
1947-01-11;06:00:00;0.03;G;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1947-01-15;06:00:00;0.15;G;;Tidsperiod (fr.o.m.) = 1945-01-01 00:00:00 (UTC)
1947-01-26;06:00:00;0.02;G;;Tidsperiod (t.o.m.) = 2014-01-31 23:59:59 (UTC)
1947-02-08;06:00:00;0.06;G;;Samplingstid = Ej angivet
1947-02-26;06:00:00;0.10;G;;
1947-03-03;06:00:00;0.22;G;;Kvalitetskoderna:
1947-03-09;06:00:00;0.35;G;;Grön (G) = Kontrollerade och godkända värden.
1947-03-31;06:00:00;0.00;G;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1947-11-27;06:00:00;0.03;G;;
1947-12-01;06:00:00;0.15;G;;Nätinformation:
1947-12-03;06:00:00;0.17;G;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1947-12-31;06:00:00;0.20;G;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1948-01-13;06:00:00;0.35;G;;
1948-02-01;06:00:00;0.30;G;;Möjliga orsaker till saknade data:
1948-03-10;06:00:00;0.00;G;;– stationen eller givaren har varit ur funktion.
1948-03-20;06:00:00;0.00;G;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1948-04-01;06:00:00;0.00;G
1948-04-04;06:00:00;0.00;G
1950-01-04;06:00:00;0.15;G
1950-01-11;06:00:00;0.17;G
1950-01-13;06:00:00;0.22;G
1950-02-11;06:00:00;0.23;G
1950-02-12;06:00:00;0.27;G
1950-02-14;06:00:00;0.35;G
1950-02-24;06:00:00;0.08;G
1950-03-06;06:00:00;0.00;G
1950-03-17;06:00:00;0.00;G
1950-12-05;06:00:00;0.05;G
1950-12-19;06:00:00;0.12;G
1950-12-25;06:00:00;0.27;G
1950-12-31;06:00:00;0.34;G
1952-01-08;06:00:00;0.04;G
1952-01-12;06:00:00;0.07;G
1952-01-20;06:00:00;0.09;G
1952-01-30;06:00:00;0.10;G
1952-11-17;06:00:00;0.10;G
1952-11-21;06:00:00;0.00;G
1952-11-25;06:00:00;0.10;G
1952-12-31;06:00:00;0.20;G
1954-11-17;06:00:00;0.02;G
1955-02-18;06:00:00;0.18;G
1955-02-19;06:00:00;0.28;G
1955-03-20;06:00:00;0.26;G
1955-04-01;06:00:00;0.15;G
1955-04-08;06:00:00;0.23;G
1958-02-28;06:00:00;0.35;G
1959-04-11;06:00:00;0.05;G
1966-02-10;06:00:00;0.63;Y
1966-02-16;06:00:00;0.95;Y
1967-10-18;06:00:00;0.05;Y
1969-04-04;06:00:00;0.00;Y
1969-04-05;06:00:00;0.00;Y
1969-04-06;06:00:00;0.00;Y
1969-04-07;06:00:00;0.00;Y
1969-04-08;06:00:00;0.00;G
1969-04-09;06:00:00;0.00;G
1969-04-10;06:00:00;0.00;G
1969-04-11;06:00:00;0.00;G
1969-04-12;06:00:00;0.00;G
1969-04-13;06:00:00;0.00;G
1969-04-14;06:00:00;0.00;G
1969-04-15;06:00:00;0.00;G
1969-04-16;06:00:00;0.00;G
1969-04-18;06:00:00;0.00;G
1969-04-19;06:00:00;0.00;G
1969-04-21;06:00:00;0.00;G
1969-04-22;06:00:00;0.00;G
1969-04-23;06:00:00;0.00;G
1969-04-24;06:00:00;0.00;G
1969-04-25;06:00:00;0.00;G
1969-04-26;06:00:00;0.00;G
1969-04-27;06:00:00;0.00;G
1969-04-28;06:00:00;0.00;G
1969-04-29;06:00:00;0.00;G
1969-04-30;06:00:00;0.00;G
1969-11-01;06:00:00;0.00;G
1969-11-23;06:00:00;0.00;G
1969-11-24;06:00:00;0.02;Y
1969-11-30;06:00:00;0.22;Y
1969-12-24;06:00:00;0.23;Y
1970-01-05;06:00:00;0.26;Y
1970-01-30;06:00:00;0.35;Y
1970-02-18;06:00:00;0.40;Y
1970-03-09;06:00:00;0.59;Y
1970-03-25;06:00:00;0.39;Y
1970-04-03;06:00:00;0.44;Y
1970-04-06;06:00:00;0.60;Y
1970-04-15;06:00:00;0.42;Y
1970-04-20;06:00:00;0.15;Y
1970-04-22;06:00:00;0.00;Y
1970-04-23;06:00:00;0.00;Y
1970-04-24;06:00:00;0.00;Y
1970-04-25;06:00:00;0.00;G
1970-04-26;06:00:00;0.00;G
1970-04-27;06:00:00;0.00;G
1970-04-28;06:00:00;0.00;G
1970-04-29;06:00:00;0.00;G
1970-04-30;06:00:00;0.00;G
1970-05-01;06:00:00;0.00;G
1970-05-02;06:00:00;0.00;G
1970-10-27;06:00:00;0.00;G
1970-10-31;06:00:00;0.00;G
1970-11-05;06:00:00;0.00;Y
1970-11-06;06:00:00;0.00;Y
1970-11-07;06:00:00;0.00;Y
1970-11-08;06:00:00;0.00;G
1970-11-09;06:00:00;0.00;G
1970-11-10;06:00:00;0.00;G
1970-11-15;06:00:00;0.00;Y
1970-11-16;06:00:00;0.00;Y
1970-11-17;06:00:00;0.00;Y
1970-11-18;06:00:00;0.00;Y
1970-11-19;06:00:00;0.00;Y
1970-11-20;06:00:00;0.00;Y
1970-11-21;06:00:00;0.00;G
1970-11-22;06:00:00;0.00;G
1970-11-23;06:00:00;0.00;G
1970-11-24;06:00:00;0.00;G
1970-11-25;06:00:00;0.00;G
1970-11-26;06:00:00;0.00;G
1970-11-27;06:00:00;0.00;G
1970-11-28;06:00:00;0.00;G
1970-11-29;06:00:00;0.00;G
1970-11-30;06:00:00;0.00;Y
1970-12-01;06:00:00;0.00;Y
1970-12-02;06:00:00;0.00;G
1970-12-03;06:00:00;0.00;G
1970-12-04;06:00:00;0.00;G
1970-12-05;06:00:00;0.00;G
1970-12-06;06:00:00;0.00;G
