Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Stabbo;88580;SMHIs stationsnät;0.0

Parameternamn;Beskrivning;Enhet
Snödjup;momentanvärde, 1 gång/dygn, kl 06;meter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1970-11-01 00:00:00;1986-10-31 23:59:59;7.0;58.9733;18.4493

Datum;Tid (UTC);Snödjup;Kvalitet;;Tidsutsnitt:
1970-11-10;06:00:00;0.01;Y;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1970-11-11;06:00:00;0.01;Y;;Tidsperiod (fr.o.m.) = 1970-11-01 00:00:00 (UTC)
1971-02-03;06:00:00;0.02;Y;;Tidsperiod (t.o.m.) = 1986-10-31 23:59:59 (UTC)
1971-02-04;06:00:00;0.02;Y;;Samplingstid = Ej angivet
1971-02-05;06:00:00;0.02;Y;;
1971-02-06;06:00:00;0.01;Y;;Kvalitetskoderna:
1971-02-07;06:00:00;0.01;Y;;Grön (G) = Kontrollerade och godkända värden.
1971-02-08;06:00:00;0.01;Y;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1971-02-09;06:00:00;0.01;Y;;
1971-02-10;06:00:00;0.01;Y;;Nätinformation:
1971-02-19;06:00:00;0.01;Y;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1971-02-20;06:00:00;0.03;Y;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1971-02-21;06:00:00;0.01;Y;;
1971-02-24;06:00:00;0.02;Y;;Möjliga orsaker till saknade data:
1971-02-25;06:00:00;0.02;Y;;– stationen eller givaren har varit ur funktion.
1971-02-26;06:00:00;0.03;Y;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1971-02-27;06:00:00;0.03;Y
1971-02-28;06:00:00;0.03;Y
1971-03-01;06:00:00;0.03;Y
1971-03-04;06:00:00;0.08;Y
1971-03-05;06:00:00;0.09;Y
1971-03-06;06:00:00;0.09;Y
1971-03-07;06:00:00;0.09;Y
1971-03-08;06:00:00;0.07;Y
1971-03-09;06:00:00;0.04;Y
1971-03-10;06:00:00;0.03;Y
1971-03-18;06:00:00;0.02;Y
1971-03-19;06:00:00;0.01;Y
1971-03-20;06:00:00;0.01;Y
1971-03-23;06:00:00;0.01;Y
1972-01-19;06:00:00;0.05;Y
1972-01-20;06:00:00;0.06;Y
1972-01-21;06:00:00;0.05;Y
1972-01-28;06:00:00;0.01;Y
1973-11-20;06:00:00;0.00;Y
1973-11-21;06:00:00;0.00;Y
1973-11-22;06:00:00;0.00;Y
1973-11-23;06:00:00;0.00;Y
1973-11-24;06:00:00;0.00;Y
1973-11-25;06:00:00;0.00;Y
1973-11-26;06:00:00;0.00;Y
1973-11-27;06:00:00;0.00;Y
1973-11-28;06:00:00;0.00;Y
1973-11-29;06:00:00;0.00;Y
1973-11-30;06:00:00;0.00;Y
1973-12-01;06:00:00;0.00;Y
1973-12-02;06:00:00;0.00;Y
1973-12-03;06:00:00;0.00;Y
1973-12-04;06:00:00;0.00;Y
1973-12-05;06:00:00;0.00;Y
1973-12-06;06:00:00;0.00;Y
1973-12-07;06:00:00;0.00;Y
1973-12-08;06:00:00;0.00;Y
1973-12-09;06:00:00;0.00;Y
1973-12-10;06:00:00;0.00;Y
1973-12-11;06:00:00;0.00;Y
1973-12-12;06:00:00;0.00;Y
1973-12-13;06:00:00;0.00;Y
1973-12-15;06:00:00;0.01;Y
1973-12-16;06:00:00;0.02;Y
1973-12-17;06:00:00;0.05;Y
1973-12-18;06:00:00;0.02;Y
1973-12-19;06:00:00;0.01;Y
1973-12-20;06:00:00;0.01;Y
1973-12-21;06:00:00;0.01;Y
1973-12-22;06:00:00;0.00;Y
1973-12-23;06:00:00;0.00;Y
1973-12-24;06:00:00;0.00;Y
1973-12-25;06:00:00;0.04;Y
1973-12-26;06:00:00;0.03;Y
1973-12-27;06:00:00;0.01;Y
1974-12-31;06:00:00;0.03;Y
1975-01-01;06:00:00;0.01;Y
1975-01-02;06:00:00;0.01;Y
1975-01-03;06:00:00;0.00;Y
1975-01-31;06:00:00;0.00;Y
1975-02-01;06:00:00;0.00;Y
1975-02-14;06:00:00;0.00;Y
1975-02-15;06:00:00;0.00;Y
1975-02-16;06:00:00;0.00;Y
1975-02-17;06:00:00;0.00;Y
1975-02-18;06:00:00;0.01;Y
1975-02-19;06:00:00;0.01;Y
1975-02-20;06:00:00;0.01;Y
1975-02-21;06:00:00;0.01;Y
1975-02-22;06:00:00;0.00;Y
1975-02-23;06:00:00;0.00;Y
1975-02-24;06:00:00;0.00;Y
1975-02-25;06:00:00;0.00;Y
1975-02-26;06:00:00;0.00;Y
1975-02-27;06:00:00;0.00;Y
1975-02-28;06:00:00;0.00;Y
1975-03-01;06:00:00;0.00;Y
1975-03-02;06:00:00;0.00;Y
1975-03-03;06:00:00;0.00;Y
1975-03-16;06:00:00;0.00;Y
1975-03-17;06:00:00;0.00;Y
1975-03-19;06:00:00;0.00;Y
1975-03-20;06:00:00;0.00;Y
1975-03-27;06:00:00;0.00;Y
1975-03-28;06:00:00;0.00;Y
1975-03-29;06:00:00;0.00;Y
1975-03-30;06:00:00;0.00;Y
1975-03-31;06:00:00;0.00;Y
1975-04-01;06:00:00;0.00;Y
1975-04-02;06:00:00;0.00;Y
1975-04-08;06:00:00;0.00;Y
1975-11-21;06:00:00;0.01;Y
1975-11-22;06:00:00;0.02;Y
1975-11-23;06:00:00;0.02;Y
1975-11-24;06:00:00;0.00;Y
1976-01-06;06:00:00;0.00;Y
1976-01-07;06:00:00;0.00;Y
1976-01-08;06:00:00;0.00;Y
1976-01-12;06:00:00;0.01;Y
1976-01-13;06:00:00;0.01;Y
1976-01-14;06:00:00;0.01;Y
1976-01-15;06:00:00;0.01;Y
1976-01-16;06:00:00;0.01;Y
1976-01-17;06:00:00;0.07;Y
1976-01-18;06:00:00;0.07;Y
1976-01-19;06:00:00;0.00;Y
1976-01-25;06:00:00;0.00;Y
1976-01-26;06:00:00;0.00;Y
1976-01-27;06:00:00;0.00;Y
1976-01-28;06:00:00;0.00;Y
1976-01-29;06:00:00;0.00;Y
1976-01-30;06:00:00;0.00;Y
1976-01-31;06:00:00;0.00;Y
1976-02-01;06:00:00;0.00;Y
1976-02-03;06:00:00;0.00;Y
1976-02-04;06:00:00;0.00;Y
1976-02-05;06:00:00;0.01;Y
1976-02-06;06:00:00;0.01;Y
1976-02-07;06:00:00;0.01;Y
1976-02-08;06:00:00;0.01;Y
1976-02-10;06:00:00;0.01;Y
1976-02-11;06:00:00;0.00;Y
1976-02-12;06:00:00;0.00;Y
1976-02-13;06:00:00;0.01;Y
1976-02-14;06:00:00;0.02;Y
1976-02-15;06:00:00;0.02;Y
1976-02-16;06:00:00;0.02;Y
1976-02-17;06:00:00;0.02;Y
1976-02-18;06:00:00;0.02;Y
1976-02-19;06:00:00;0.02;Y
1976-02-20;06:00:00;0.02;Y
1976-02-21;06:00:00;0.02;Y
1976-02-23;06:00:00;0.03;Y
1976-02-24;06:00:00;0.02;Y
1976-03-07;06:00:00;0.02;Y
1976-03-08;06:00:00;0.03;Y
1976-03-09;06:00:00;0.05;Y
1976-03-10;06:00:00;0.05;Y
1976-03-11;06:00:00;0.05;Y
1976-03-12;06:00:00;0.04;Y
1976-03-13;06:00:00;0.04;Y
1976-03-14;06:00:00;0.07;Y
1976-03-15;06:00:00;0.10;Y
1976-03-16;06:00:00;0.07;Y
1976-03-17;06:00:00;0.06;Y
1976-03-18;06:00:00;0.05;Y
1976-03-19;06:00:00;0.06;Y
1976-03-20;06:00:00;0.06;Y
1976-03-21;06:00:00;0.05;Y
1976-03-22;06:00:00;0.05;Y
1976-03-23;06:00:00;0.05;Y
1976-03-24;06:00:00;0.05;Y
1976-03-25;06:00:00;0.05;Y
1976-03-26;06:00:00;0.06;Y
1976-03-27;06:00:00;0.04;Y
1976-03-28;06:00:00;0.00;Y
1976-04-27;06:00:00;0.03;Y
1976-04-28;06:00:00;0.00;Y
1976-11-26;06:00:00;0.00;Y
1976-12-11;06:00:00;0.00;Y
1976-12-12;06:00:00;0.00;Y
1976-12-13;06:00:00;0.02;Y
1976-12-14;06:00:00;0.12;Y
1976-12-15;06:00:00;0.19;Y
1976-12-16;06:00:00;0.19;Y
1976-12-17;06:00:00;0.16;Y
1976-12-18;06:00:00;0.19;Y
1976-12-19;06:00:00;0.21;Y
1976-12-20;06:00:00;0.22;Y
1976-12-21;06:00:00;0.22;Y
1976-12-22;06:00:00;0.22;Y
1976-12-23;06:00:00;0.20;Y
1976-12-24;06:00:00;0.24;Y
1976-12-25;06:00:00;0.24;Y
1976-12-26;06:00:00;0.25;Y
1976-12-27;06:00:00;0.25;Y
1976-12-28;06:00:00;0.30;Y
1976-12-29;06:00:00;0.32;Y
1976-12-30;06:00:00;0.25;Y
1976-12-31;06:00:00;0.12;Y
1977-01-01;06:00:00;0.15;Y
