Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Stjärnsund;106270;SMHIs stationsnät;0.0

Parameternamn;Beskrivning;Enhet
Snödjup;momentanvärde, 1 gång/dygn, kl 06;meter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1951-01-01 00:00:00;1985-04-30 23:59:59;130.0;60.4551;16.2662

Datum;Tid (UTC);Snödjup;Kvalitet;;Tidsutsnitt:
1951-01-05;06:00:00;0.28;G;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1959-01-29;06:00:00;0.72;G;;Tidsperiod (fr.o.m.) = 1951-01-01 00:00:00 (UTC)
1967-01-05;06:00:00;0.52;G;;Tidsperiod (t.o.m.) = 1985-04-30 23:59:59 (UTC)
1967-01-31;06:00:00;0.84;G;;Samplingstid = Ej angivet
1982-01-15;06:00:00;0.63;Y;;
1982-01-31;06:00:00;0.68;Y;;Kvalitetskoderna:
1982-02-15;06:00:00;0.62;Y;;Grön (G) = Kontrollerade och godkända värden.
1982-02-28;06:00:00;0.57;Y;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1982-03-15;06:00:00;0.64;Y;;
1982-03-30;06:00:00;0.42;Y;;Nätinformation:
1982-04-15;06:00:00;0.19;Y;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1983-01-15;06:00:00;0.06;Y;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1983-01-30;06:00:00;0.07;Y;;
1983-03-15;06:00:00;0.05;Y;;Möjliga orsaker till saknade data:
1983-03-30;06:00:00;0.09;Y;;– stationen eller givaren har varit ur funktion.
1983-04-15;06:00:00;0.00;Y;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1983-04-30;06:00:00;0.00;Y
1984-01-15;06:00:00;0.29;Y
1984-01-30;06:00:00;0.34;Y
1984-02-15;06:00:00;0.41;Y
1984-02-29;06:00:00;0.43;Y
1984-03-15;06:00:00;0.44;Y
1984-03-30;06:00:00;0.28;Y
1984-04-15;06:00:00;0.11;Y
1985-01-15;06:00:00;0.10;Y
1985-01-30;06:00:00;0.46;Y
1985-04-15;06:00:00;0.22;Y
1985-04-30;06:00:00;0.17;Y
