Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Lommaryd;74530;SMHIs stationsnät;0.0

Parameternamn;Beskrivning;Enhet
Snödjup;momentanvärde, 1 gång/dygn, kl 06;meter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1945-01-01 00:00:00;2000-04-30 23:59:59;240.0;57.8887;14.7342

Datum;Tid (UTC);Snödjup;Kvalitet;;Tidsutsnitt:
1947-01-13;06:00:00;0.13;G;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1947-01-16;06:00:00;0.12;G;;Tidsperiod (fr.o.m.) = 1945-01-01 00:00:00 (UTC)
1947-03-09;06:00:00;0.33;G;;Tidsperiod (t.o.m.) = 2000-04-30 23:59:59 (UTC)
1947-03-14;06:00:00;0.31;G;;Samplingstid = Ej angivet
1947-03-18;06:00:00;0.30;G;;
1947-03-21;06:00:00;0.29;G;;Kvalitetskoderna:
1947-12-02;06:00:00;0.19;G;;Grön (G) = Kontrollerade och godkända värden.
1947-12-05;06:00:00;0.25;G;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1947-12-22;06:00:00;0.21;G;;
1947-12-27;06:00:00;0.19;G;;Nätinformation:
1947-12-30;06:00:00;0.31;G;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1948-01-01;06:00:00;0.27;G;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1948-01-06;06:00:00;0.33;G;;
1948-01-09;06:00:00;0.39;G;;Möjliga orsaker till saknade data:
1948-01-13;06:00:00;0.45;G;;– stationen eller givaren har varit ur funktion.
1948-01-17;06:00:00;0.47;G;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1948-01-20;06:00:00;0.47;G
1948-01-23;06:00:00;0.46;G
1948-01-27;06:00:00;0.45;G
1948-01-29;06:00:00;0.41;G
1948-02-03;06:00:00;0.23;G
1948-02-06;06:00:00;0.21;G
1948-02-10;06:00:00;0.20;G
1948-02-27;06:00:00;0.16;G
1949-01-18;06:00:00;0.05;G
1949-01-21;06:00:00;0.05;G
1949-01-23;06:00:00;0.00;G
1949-01-24;06:00:00;0.00;G
1949-01-25;06:00:00;0.00;G
1949-01-26;06:00:00;0.00;G
1949-01-27;06:00:00;0.00;G
1949-01-28;06:00:00;0.00;G
1949-01-29;06:00:00;0.00;G
1949-01-30;06:00:00;0.00;G
1949-01-31;06:00:00;0.00;G
1949-02-11;06:00:00;0.05;G
1949-02-13;06:00:00;0.07;G
1949-03-07;06:00:00;0.05;G
1949-03-11;06:00:00;0.05;G
1949-03-14;06:00:00;0.00;G
1949-04-09;06:00:00;0.06;G
1950-01-10;06:00:00;0.13;G
1950-01-13;06:00:00;0.22;G
1950-02-09;06:00:00;0.15;G
1950-02-11;06:00:00;0.24;G
1950-02-14;06:00:00;0.34;G
1950-02-17;06:00:00;0.24;G
1950-02-24;06:00:00;0.15;G
1950-02-28;06:00:00;0.10;G
1950-03-03;06:00:00;0.09;G
1950-03-13;06:00:00;0.12;G
1950-03-16;06:00:00;0.07;G
1950-12-15;06:00:00;0.09;G
1950-12-19;06:00:00;0.11;G
1950-12-25;06:00:00;0.17;G
1950-12-29;06:00:00;0.17;G
1951-01-02;06:00:00;0.24;G
1951-01-06;06:00:00;0.30;G
1951-01-07;06:00:00;0.38;G
1951-01-09;06:00:00;0.39;G
1951-01-12;06:00:00;0.40;G
1951-01-15;06:00:00;0.39;G
1951-01-19;06:00:00;0.29;G
1951-01-23;06:00:00;0.37;G
1951-01-30;06:00:00;0.38;G
1951-02-02;06:00:00;0.37;G
1951-02-06;06:00:00;0.33;G
1951-02-09;06:00:00;0.31;G
1951-02-13;06:00:00;0.28;G
1951-02-16;06:00:00;0.28;G
1951-02-20;06:00:00;0.29;G
1951-02-23;06:00:00;0.30;G
1951-02-27;06:00:00;0.30;G
1951-03-02;06:00:00;0.21;G
1951-03-05;06:00:00;0.28;G
1951-03-10;06:00:00;0.26;G
1951-03-16;06:00:00;0.41;G
1951-03-20;06:00:00;0.47;G
1951-03-23;06:00:00;0.51;G
1951-03-26;06:00:00;0.54;G
1951-03-30;06:00:00;0.55;G
1951-04-02;06:00:00;0.50;G
1951-04-07;06:00:00;0.39;G
1951-04-10;06:00:00;0.29;G
1951-04-13;06:00:00;0.12;G
1952-01-25;06:00:00;0.12;G
1952-01-30;06:00:00;0.17;G
1952-02-02;06:00:00;0.17;G
1952-02-09;06:00:00;0.20;G
1952-02-12;06:00:00;0.20;G
