Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Gustavsberg;98180;SMHIs stationsnät;0.0

Parameternamn;Beskrivning;Enhet
Snödjup;momentanvärde, 1 gång/dygn, kl 06;meter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1974-12-01 00:00:00;2014-01-31 23:59:59;10.0;59.3226;18.3725

Datum;Tid (UTC);Snödjup;Kvalitet;;Tidsutsnitt:
1974-12-31;06:00:00;0.10;Y;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1975-03-31;06:00:00;0.08;Y;;Tidsperiod (fr.o.m.) = 1974-12-01 00:00:00 (UTC)
1976-01-15;06:00:00;0.01;Y;;Tidsperiod (t.o.m.) = 2014-01-31 23:59:59 (UTC)
1976-01-31;06:00:00;0.03;Y;;Samplingstid = Ej angivet
1976-02-15;06:00:00;0.04;Y;;
1976-03-15;06:00:00;0.05;Y;;Kvalitetskoderna:
1976-12-15;06:00:00;0.25;Y;;Grön (G) = Kontrollerade och godkända värden.
1976-12-31;06:00:00;0.38;Y;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1977-01-15;06:00:00;0.34;Y;;
1977-01-31;06:00:00;0.38;Y;;Nätinformation:
1977-02-15;06:00:00;0.30;Y;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1977-02-28;06:00:00;0.32;Y;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1977-03-15;06:00:00;0.22;Y;;
1977-11-30;06:00:00;0.01;Y;;Möjliga orsaker till saknade data:
1977-12-30;06:00:00;0.03;Y;;– stationen eller givaren har varit ur funktion.
1978-01-15;06:00:00;0.01;Y;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1978-01-31;06:00:00;0.15;Y
1978-02-15;06:00:00;0.20;Y
1978-03-15;06:00:00;0.07;Y
1978-11-30;06:00:00;0.20;Y
1978-12-15;06:00:00;0.13;Y
1978-12-31;06:00:00;0.25;Y
1979-01-15;06:00:00;0.35;Y
1979-01-31;06:00:00;0.46;Y
1979-02-15;06:00:00;0.48;Y
1979-02-28;06:00:00;0.43;Y
1979-03-15;06:00:00;0.28;Y
1979-03-31;06:00:00;0.05;Y
1979-12-31;06:00:00;0.01;Y
1980-01-15;06:00:00;0.05;Y
1980-01-31;06:00:00;0.10;Y
1980-02-15;06:00:00;0.02;Y
1980-02-29;06:00:00;0.01;Y
1981-01-15;06:00:00;0.15;Y
1981-01-31;06:00:00;0.08;Y
1981-02-28;06:00:00;0.09;Y
1981-04-30;06:00:00;0.02;Y
1981-12-15;06:00:00;0.22;Y
1981-12-31;06:00:00;0.33;Y
1982-01-15;06:00:00;0.30;Y
1982-01-31;06:00:00;0.32;Y
1982-02-15;06:00:00;0.36;Y
1982-03-15;06:00:00;0.19;Y
1983-01-30;06:00:00;0.02;Y
1983-02-15;06:00:00;0.10;Y
1983-02-28;06:00:00;0.08;Y
1983-03-15;06:00:00;0.02;Y
1984-01-15;06:00:00;0.08;Y
1984-01-31;06:00:00;0.18;Y
1984-02-15;06:00:00;0.20;Y
1984-03-15;06:00:00;0.21;Y
1984-03-31;06:00:00;0.04;Y
1985-01-15;06:00:00;0.07;Y
1985-01-31;06:00:00;0.45;Y
1985-02-15;06:00:00;0.52;Y
1985-02-28;06:00:00;0.50;Y
1985-03-15;06:00:00;0.39;Y
1985-11-30;06:00:00;0.23;Y
1985-12-31;06:00:00;0.18;Y
1986-01-15;06:00:00;0.16;Y
1986-01-31;06:00:00;0.24;Y
1986-02-15;06:00:00;0.30;Y
1986-02-28;06:00:00;0.40;Y
1986-03-31;06:00:00;0.15;Y
1986-04-15;06:00:00;0.03;Y
1986-12-30;06:00:00;0.28;Y
1987-01-15;06:00:00;0.40;Y
1987-01-31;06:00:00;0.40;Y
1987-02-15;06:00:00;0.37;Y
1987-02-28;06:00:00;0.33;Y
1987-03-15;06:00:00;0.22;Y
1987-03-31;06:00:00;0.10;Y
1988-01-31;06:00:00;0.20;Y
1988-02-29;06:00:00;0.28;Y
1988-03-15;06:00:00;0.18;Y
1988-03-31;06:00:00;0.03;Y
1988-12-15;06:00:00;0.03;Y
1989-11-30;06:00:00;0.12;G
1989-12-15;06:00:00;0.17;G
1991-02-15;06:00:00;0.08;G
1993-01-31;06:00:00;0.03;G
1993-02-28;06:00:00;0.06;G
1993-11-30;06:00:00;0.07;G
1994-01-31;06:00:00;0.23;G
1995-01-15;06:00:00;0.05;G
1995-01-30;06:00:00;0.18;G
1995-02-16;06:00:00;0.04;G
1995-03-15;06:00:00;0.01;G
1995-11-30;06:00:00;0.01;G
1995-12-15;06:00:00;0.01;G
1995-12-31;06:00:00;0.05;G
1996-01-31;06:00:00;0.02;G
1996-02-15;06:00:00;0.05;G
1996-02-29;06:00:00;0.10;G
1996-03-15;06:00:00;0.05;G
1996-03-31;06:00:00;0.08;G
1996-12-31;06:00:00;0.25;G
1997-01-15;06:00:00;0.10;G
1997-02-15;06:00:00;0.02;G
1998-01-31;06:00:00;0.13;G
1998-03-15;06:00:00;0.03;G
1998-11-16;06:00:00;0.01;G
1998-12-15;06:00:00;0.08;G
1999-03-15;06:00:00;0.08;G
2000-03-15;06:00:00;0.02;G
2001-02-28;06:00:00;0.01;G
2001-12-31;06:00:00;0.42;G
2002-01-15;06:00:00;0.05;G
