Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Säter D;105210;SMHIs stationsnät;0.0

Parameternamn;Beskrivning;Enhet
Snödjup;momentanvärde, 1 gång/dygn, kl 06;meter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1978-11-01 00:00:00;1985-05-31 23:59:59;180.0;60.3453;15.7543
1987-11-01 00:00:00;2013-04-30 23:59:59;180.0;60.3438;15.7611

Datum;Tid (UTC);Snödjup;Kvalitet;;Tidsutsnitt:
1978-11-30;06:00:00;0.15;Y;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1978-12-15;06:00:00;0.21;Y;;Tidsperiod (fr.o.m.) = 1978-11-01 00:00:00 (UTC)
1978-12-31;06:00:00;0.25;Y;;Tidsperiod (t.o.m.) = 2013-04-30 23:59:59 (UTC)
1979-01-15;06:00:00;0.39;Y;;Samplingstid = Ej angivet
1979-01-31;06:00:00;0.51;Y;;
1979-02-15;06:00:00;0.58;Y;;Kvalitetskoderna:
1979-02-28;06:00:00;0.57;Y;;Grön (G) = Kontrollerade och godkända värden.
1979-03-15;06:00:00;0.43;Y;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1979-03-31;06:00:00;0.34;Y;;
1979-04-15;06:00:00;0.17;Y;;Nätinformation:
1979-04-18;06:00:00;0.10;Y;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1979-04-20;06:00:00;0.03;Y;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1979-05-03;06:00:00;0.02;Y;;
1979-10-31;06:00:00;0.02;Y;;Möjliga orsaker till saknade data:
1979-11-01;06:00:00;0.04;Y;;– stationen eller givaren har varit ur funktion.
1979-11-15;06:00:00;0.05;Y;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1979-11-17;06:00:00;0.11;Y
1979-11-25;06:00:00;0.02;Y
1979-11-27;06:00:00;0.07;Y
1979-11-30;06:00:00;0.35;Y
1979-12-15;06:00:00;0.01;Y
1979-12-23;06:00:00;0.06;Y
1979-12-31;06:00:00;0.18;Y
1980-01-15;06:00:00;0.22;Y
1980-01-31;06:00:00;0.30;Y
1980-02-15;06:00:00;0.36;Y
1980-02-29;06:00:00;0.34;Y
1980-03-15;06:00:00;0.36;Y
1980-03-31;06:00:00;0.37;Y
1980-04-19;06:00:00;0.05;Y
1980-04-20;06:00:00;0.06;Y
1980-05-20;06:00:00;0.04;Y
1980-10-25;06:00:00;0.18;Y
1980-10-26;06:00:00;0.23;Y
1980-10-31;06:00:00;0.17;Y
1980-11-15;06:00:00;0.25;Y
1980-12-15;06:00:00;0.06;Y
1980-12-31;06:00:00;0.18;Y
1981-01-15;06:00:00;0.28;Y
1981-01-23;06:00:00;0.36;Y
1981-01-31;06:00:00;0.26;Y
1981-02-15;06:00:00;0.26;Y
1981-02-28;06:00:00;0.38;Y
1981-03-08;06:00:00;0.56;Y
1981-03-15;06:00:00;0.56;Y
1981-03-23;06:00:00;0.65;Y
1981-03-31;06:00:00;0.39;Y
1981-04-22;06:00:00;0.02;Y
1981-04-23;06:00:00;0.04;Y
1981-04-28;06:00:00;0.00;Y
1981-04-30;06:00:00;0.06;Y
1981-05-01;06:00:00;0.21;Y
1981-05-03;06:00:00;0.31;Y
1981-05-07;06:00:00;0.00;Y
1981-11-03;06:00:00;0.01;Y
1981-11-17;06:00:00;0.02;Y
1981-11-18;06:00:00;0.04;Y
1981-11-25;06:00:00;0.15;Y
1981-11-28;06:00:00;0.29;Y
1981-11-30;06:00:00;0.29;Y
1981-12-15;06:00:00;0.44;Y
1981-12-31;06:00:00;0.58;Y
1982-01-15;06:00:00;0.56;Y
1982-01-31;06:00:00;0.69;Y
1982-02-15;06:00:00;0.71;Y
1982-02-28;06:00:00;0.61;Y
1982-03-15;06:00:00;0.76;Y
1982-03-31;06:00:00;0.43;Y
1982-04-15;06:00:00;0.25;Y
1982-11-19;06:00:00;0.04;Y
1982-11-21;06:00:00;0.03;Y
1982-11-29;06:00:00;0.04;Y
1982-11-30;06:00:00;0.04;Y
1982-12-15;06:00:00;0.06;Y
1982-12-31;06:00:00;0.07;Y
1983-01-15;06:00:00;0.02;Y
1983-01-22;06:00:00;0.15;Y
1983-01-31;06:00:00;0.18;Y
1983-02-15;06:00:00;0.19;Y
1983-02-28;06:00:00;0.18;Y
1983-03-15;06:00:00;0.08;Y
1983-03-22;06:00:00;0.14;Y
1983-03-31;06:00:00;0.17;Y
1983-12-21;06:00:00;0.19;Y
1983-12-28;06:00:00;0.22;Y
1983-12-31;06:00:00;0.15;Y
1984-01-15;06:00:00;0.23;Y
1984-01-31;06:00:00;0.46;Y
1984-02-15;06:00:00;0.64;Y
1984-03-15;06:00:00;0.56;Y
1984-03-31;06:00:00;0.56;Y
1984-04-15;06:00:00;0.09;Y
1984-11-20;06:00:00;0.04;Y
1984-11-21;06:00:00;0.07;Y
1984-12-19;06:00:00;0.09;Y
1984-12-31;06:00:00;0.02;Y
1985-01-31;06:00:00;0.42;Y
1985-02-15;06:00:00;0.50;Y
1985-02-28;06:00:00;0.45;Y
1985-03-15;06:00:00;0.51;Y
1985-03-31;06:00:00;0.72;Y
1985-04-15;06:00:00;0.48;Y
