Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Gammalkroppa;94410;SMHIs stationsnät;0.0

Parameternamn;Beskrivning;Enhet
Snödjup;momentanvärde, 1 gång/dygn, kl 06;meter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1921-12-01 00:00:00;1974-05-31 23:59:59;200.0;59.6833;14.3166

Datum;Tid (UTC);Snödjup;Kvalitet;;Tidsutsnitt:
1949-12-04;06:00:00;0.06;G;;Kvalitetskontrollerade historiska data (utom de senaste 3 mån)
1949-12-05;06:00:00;0.06;G;;Tidsperiod (fr.o.m.) = 1921-12-01 00:00:00 (UTC)
1949-12-06;06:00:00;0.06;G;;Tidsperiod (t.o.m.) = 1974-05-31 23:59:59 (UTC)
1949-12-07;06:00:00;0.06;G;;Samplingstid = Ej angivet
1949-12-08;06:00:00;0.00;G;;
1949-12-13;06:00:00;0.01;G;;Kvalitetskoderna:
1949-12-14;06:00:00;0.06;G;;Grön (G) = Kontrollerade och godkända värden.
1949-12-15;06:00:00;0.00;G;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
1949-12-16;06:00:00;0.01;G;;
1949-12-17;06:00:00;0.01;G;;Nätinformation:
1949-12-18;06:00:00;0.06;G;;SMHIs Stationsnät: Data samlas in och lagras i SMHIs databaser. Data kvalitetskontrolleras vilket innebär att felaktiga data korrigeras och att databortfall kompletteras utifrån expertbedömning där det är möjligt. De flesta stationerna övervakas, inspekteras och underhålls löpande av SMHI.
1949-12-19;06:00:00;0.08;G;;Övriga stationer: Data samlas in och lagras i SMHIs databaser. Datakvaliteten är för SMHI okänd då SMHI varken utför kvalitetskontroll på data eller inspektioner på stationerna.
1949-12-20;06:00:00;0.08;G;;
1949-12-21;06:00:00;0.00;G;;Möjliga orsaker till saknade data:
1950-01-01;06:00:00;0.06;G;;– stationen eller givaren har varit ur funktion.
1950-01-02;06:00:00;0.10;G;;– stationen har endast levererat värden med kvalitetskod Röd (R). Dessa levereras ej.
1950-01-03;06:00:00;0.12;G
1950-01-04;06:00:00;0.12;G
1950-01-05;06:00:00;0.12;G
1950-01-06;06:00:00;0.12;G
1950-01-07;06:00:00;0.12;G
1950-01-08;06:00:00;0.15;G
1950-01-09;06:00:00;0.20;G
1950-01-10;06:00:00;0.26;G
1950-01-11;06:00:00;0.27;G
1950-01-12;06:00:00;0.29;G
1950-01-13;06:00:00;0.30;G
1950-01-14;06:00:00;0.26;G
1950-01-15;06:00:00;0.26;G
1950-01-16;06:00:00;0.29;G
1950-01-17;06:00:00;0.31;G
